latitude,longitude,ocean depth (m),depth of sample (m),temperature of ocean (C),dissolved oxygen (µmol kg-1),apparent oxygen utilization (µmol kg-1),temperature of pH measurement (C),pH
44.9998,-124.9752,906,149.2,7.849,125.4,2,25,7.7148
44.9998,-124.9752,906,124.4,8.091,142.85,2,25,7.7614
44.9998,-124.9752,906,99.7,8.462,184.55,2,25,7.8408
44.9998,-124.9752,906,79.6,8.8,242.97,2,25,7.9545
44.9998,-124.9752,906,49.7,9.665,269.87,2,25,8.026
44.9998,-124.9752,906,39.4,10.043,287.81,2,25,8.0634
44.9998,-124.9752,906,29.8,10.969,293.08,2,25,8.0825
44.9998,-124.9752,906,20.1,12.714,285.39,2,25,8.0915
44.9998,-124.9752,906,14.9,14.958,269.48,2,25,8.0892
44.9998,-124.9752,906,9.9,17.847,244.25,2,25,8.1148
44.9998,-124.9752,906,2.4,18.018,251.91,2,25,8.1263
45,-124.6987,466,451.2,5.826,35.34,2,25,7.5654
45,-124.6987,466,396.5,6.113,42.93,2,25,7.5667
45,-124.6987,466,297.7,6.513,51.44,2,25,7.5869
45,-124.6987,466,198.2,7.202,94.81,2,25,7.6581
45,-124.6987,466,148,7.746,125.11,2,25,7.7221
45,-124.6987,466,123.7,7.92,138.63,2,25,7.7466
45,-124.6987,466,79.4,8.668,214.38,2,25,7.9239
45,-124.6987,466,59.4,8.954,260.52,2,25,8.0023
45,-124.6987,466,49.4,9.198,264.38,2,25,8.0241
45,-124.6987,466,39.3,9.857,285.89,2,25,8.0546
45,-124.6987,466,29.4,10.757,297.74,2,25,8.0978
45,-124.6987,466,20,13.027,294.64,2,25,8.0959
45,-124.6987,466,14.7,14.346,285.42,2,25,8.0941
45,-124.6987,466,10,15.793,269.31,2,25,8.1035
45,-124.6987,466,2.3,17.301,261.28,2,25,8.1656
45.0001,-124.3313,179,169,7.258,66.79,2,25,7.6043
45.0001,-124.3313,179,166.6,7.26,66.77,2,25,7.606
45.0001,-124.3313,179,159.2,7.269,68.12,2,25,7.6114
45.0001,-124.3313,179,138.9,7.326,85.23,2,25,7.637
45.0001,-124.3313,179,99.2,7.78,116.53,2,25,7.7045
45.0001,-124.3313,179,79.8,7.991,130.46,2,25,7.7345
45.0001,-124.3313,179,59.2,7.732,163.02,2,25,7.781
45.0001,-124.3313,179,49.8,7.818,228.6,2,25,7.9229
45.0001,-124.3313,179,39.8,8.057,247.01,2,25,7.967
45.0001,-124.3313,179,30.1,8.402,256.52,2,25,7.9964
45.0001,-124.3313,179,19.9,9.238,274.1,2,25,8.0281
45.0001,-124.3313,179,9.8,10.332,262.58,2,25,8.042
45.0001,-124.3313,179,3.1,15.218,306.31,2,25,8.15
45,-124.1337,90,82.5,7.272,55.14,2,25,7.5512
45,-124.1337,90,79.2,7.271,55.11,2,25,7.5479
45,-124.1337,90,74.3,7.271,55.07,2,25,7.5433
45,-124.1337,90,70.4,7.353,70.01,2,25,7.5867
45,-124.1337,90,59.8,7.453,89.19,2,25,7.6465
45,-124.1337,90,40,7.716,114.64,2,25,7.6763
45,-124.1337,90,29.9,7.684,117.62,2,25,7.6773
45,-124.1337,90,24.9,7.752,112.92,2,25,7.6769
45,-124.1337,90,19.7,7.759,122.54,2,25,7.6881
45,-124.1337,90,14.6,8.083,150.54,2,25,7.7343
45,-124.1337,90,10.2,9.127,185.43,2,25,7.8039
45,-124.1337,90,2.9,11.016,350.35,2,25,8.1663
45,-124.0498,38,29.7,7.843,115.29,2,25,7.6832
45,-124.0498,38,25.1,8.788,165.12,2,25,7.8207
45,-124.0498,38,14.8,8.375,139.67,2,25,7.7995
45,-124.0498,38,10,8.458,149.66,2,25,7.825
45,-124.0498,38,3.1,10.147,319.53,2,25,8.1569
44.633,-124.1226,43,34.6,7.773,84.41,2,25,7.6043
44.633,-124.1226,43,32.4,7.939,93.91,2,25,7.6037
44.633,-124.1226,43,29.8,8.168,115.8,2,25,7.6607
44.633,-124.1226,43,20.1,8.732,183.86,2,25,7.8189
44.633,-124.1226,43,15.2,9.045,231.77,2,25,7.8858
44.633,-124.1226,43,9.9,9.255,252.02,2,25,7.9818
44.633,-124.1226,43,2.9,9.346,260.19,2,25,8.0036
44.6458,-124.2891,79,69.2,7.298,46.3,2,25,7.5222
44.6458,-124.2891,79,64.9,7.298,46.27,2,25,7.5203
44.6458,-124.2891,79,59.6,7.306,45.31,2,25,7.5266
44.6458,-124.2891,79,49.7,7.527,82.97,2,25,7.6025
44.6458,-124.2891,79,39.7,7.71,87.94,2,25,7.6041
44.6458,-124.2891,79,29.7,8.149,111.1,2,25,7.625
44.6458,-124.2891,79,19.8,7.983,129.16,2,25,7.6771
44.6458,-124.2891,79,15.1,7.858,136.96,2,25,7.7174
44.6458,-124.2891,79,10.1,8.438,191.92,2,25,7.7606
44.6458,-124.2891,79,2.8,12.224,400.51,2,25,8.3303
44.633,-124.4,70,62.1,7.506,74.56,2,25,7.5898
44.633,-124.4,70,57.2,7.518,75.72,2,25,7.5982
44.633,-124.4,70,49.7,7.663,95.95,2,25,7.6375
44.633,-124.4,70,39.8,7.719,102.29,2,25,7.6769
44.633,-124.4,70,30.1,7.786,133.64,2,25,7.713
44.633,-124.4,70,19.9,8.041,163.77,2,25,7.7666
44.633,-124.4,70,15,8.444,148.6,2,25,7.7257
44.633,-124.4,70,10,9.781,264.27,2,25,8.0301
44.633,-124.4,70,2.6,12.625,373.19,2,25,8.3039
44.6331,-124.5544,156,146.2,7.346,81.24,2,25,7.6313
44.6331,-124.5544,156,138.5,7.345,81.15,2,25,7.6382
44.6331,-124.5544,156,124,7.35,80.64,2,25,7.6302
44.6331,-124.5544,156,99.1,7.497,89.16,2,25,7.6382
44.6331,-124.5544,156,79.5,7.592,96.64,2,25,7.6505
44.6331,-124.5544,156,59.6,7.764,120.82,2,25,7.7049
44.6331,-124.5544,156,49.6,7.803,130.65,2,25,7.706
44.6331,-124.5544,156,40,7.847,140.47,2,25,7.733
44.6331,-124.5544,156,29.6,7.84,184.53,2,25,7.8027
44.6331,-124.5544,156,20.2,8.278,174.59,2,25,7.8003
44.6331,-124.5544,156,14.8,8.749,164,2,25,7.8031
44.6331,-124.5544,156,9.8,11.366,303.7,2,25,8.1047
44.6331,-124.5544,156,2.6,13.033,356.88,2,25,8.2334
44.633,-124.8417,413,400.9,6.05,34.52,2,25,7.558
44.633,-124.8417,413,376.2,6.244,38.22,2,25,7.5671
44.633,-124.8417,413,348.4,6.588,43.6,2,25,7.5723
44.633,-124.8417,413,298,6.866,56.42,2,25,7.596
44.633,-124.8417,413,248.4,7.046,60.82,2,25,7.615
44.633,-124.8417,413,198.3,7.202,70.15,2,25,7.6094
44.633,-124.8417,413,149.4,7.431,95.04,2,25,7.6499
44.633,-124.8417,413,124,7.582,106.95,2,25,7.6837
44.633,-124.8417,413,99.5,7.782,124.58,2,25,7.7208
44.633,-124.8417,413,80.3,7.811,139.79,2,25,7.7243
44.633,-124.8417,413,60,7.812,138.33,2,25,7.7457
44.633,-124.8417,413,50,7.804,163.38,2,25,7.7639
44.633,-124.8417,413,40.1,7.858,213.01,2,25,7.858
44.633,-124.8417,413,30.2,8.2,194.28,2,25,7.8481
44.633,-124.8417,413,20.3,8.588,240.91,2,25,7.9379
44.633,-124.8417,413,15.1,9.208,244.73,2,25,7.9793
44.633,-124.8417,413,10.2,10.608,239.24,2,25,8.0417
44.633,-125.1009,751,734.9,4.583,12.89,2,25,7.5338
44.633,-125.1009,751,693.1,4.651,13.35,2,25,7.5226
44.633,-125.1009,751,643.6,4.756,13.61,2,25,7.5142
44.633,-125.1009,751,595,4.91,17.47,2,25,7.5172
44.633,-125.1009,751,495.8,5.613,24.4,2,25,7.5381
44.633,-125.1009,751,395.2,5.959,41.34,2,25,7.5597
44.633,-125.1009,751,297.6,6.536,60.45,2,25,7.603
44.633,-125.1009,751,198.3,7.004,100.8,2,25,7.6656
44.633,-125.1009,751,148.7,7.382,123.9,2,25,7.7037
44.633,-125.1009,751,99.4,7.955,133.94,2,25,7.722
44.633,-125.1009,751,79,8.117,158.45,2,25,7.7852
44.633,-125.1009,751,60.2,7.865,194.77,2,25,7.842
44.633,-125.1009,751,50,7.832,198.94,2,25,7.8717
44.633,-125.1009,751,39.2,8.039,232.54,2,25,7.9346
44.633,-125.1009,751,30,8.272,242.22,2,25,7.9522
44.633,-125.1009,751,20.3,9.05,261.99,2,25,8.0015
44.633,-125.1009,751,10.1,14.833,291.77,2,25,8.1304
44.633,-125.1009,751,3,14.985,301.17,2,25,8.1562
44.6329,-125.1609,1075,1053.7,3.718,12.72,2,25,7.5497
44.6329,-125.1609,1075,890.3,4.131,11.04,2,25,7.5278
44.6329,-125.1609,1075,792.7,4.33,9.65,2,25,7.5281
44.6329,-125.1609,1075,693.4,4.577,12.74,2,25,7.5271
44.6329,-125.1609,1075,594,5.036,17.57,2,25,7.5662
44.6329,-125.1609,1075,495.4,5.573,22.98,2,25,7.5319
44.6329,-125.1609,1075,396.5,6.008,39.26,2,25,7.5752
44.6329,-125.1609,1075,297.6,6.22,77.03,2,25,7.6333
44.6329,-125.1609,1075,248.2,6.623,99.82,2,25,7.6817
44.6329,-125.1609,1075,198.7,7.142,118.51,2,25,7.6816
44.6329,-125.1609,1075,148.9,7.524,114.47,2,25,7.6855
44.6329,-125.1609,1075,99.4,8.07,136.12,2,25,7.7555
44.6329,-125.1609,1075,79.3,8.251,162.55,2,25,7.7861
44.6329,-125.1609,1075,59.4,7.852,198.25,2,25,7.8532
44.6329,-125.1609,1075,39.6,8.431,246.02,2,25,7.9243
44.6329,-125.1609,1075,29.9,9.513,262.77,2,25,8.0236
44.6329,-125.1609,1075,19.9,11.733,283.44,2,25,8.0977
44.6329,-125.1609,1075,10.4,14.972,290.1,2,25,8.1445
44.6329,-125.1609,1075,3.5,15.029,296.63,2,25,8.1638
44.6333,-125.2775,2153,2101.3,1.851,70.34,2,25,7.6637
44.6333,-125.2775,2153,1974.6,1.95,62.56,2,25,7.6484
44.6333,-125.2775,2153,1483.1,2.65,29.2,2,25,7.5946
44.6333,-125.2775,2153,989.9,3.788,12.42,2,25,7.5548
44.6333,-125.2775,2153,742.3,4.454,10.06,2,25,7.5366
44.6333,-125.2775,2153,496.1,5.555,24.78,2,25,7.5227
44.6333,-125.2775,2153,395.7,5.656,44.73,2,25,7.5664
44.6333,-125.2775,2153,298,6.206,62.38,2,25,7.602
44.6333,-125.2775,2153,197.6,7.119,93.97,2,25,7.6698
44.6333,-125.2775,2153,149.6,7.576,110.88,2,25,7.6822
44.6333,-125.2775,2153,123.9,7.782,115.07,2,25,7.6984
44.6333,-125.2775,2153,99.4,7.873,134.67,2,25,7.722
44.6333,-125.2775,2153,80.2,7.984,191.84,2,25,7.8262
44.6333,-125.2775,2153,50.2,8.446,241.08,2,25,7.9672
44.6333,-125.2775,2153,40.7,8.865,252.7,2,25,7.9707
44.6333,-125.2775,2153,30.9,9.894,254.9,2,25,8.0071
44.6333,-125.2775,2153,20.8,12.451,284.96,2,25,8.1025
44.6333,-125.2775,2153,16,15.353,282.43,2,-999,8.1457
44.6333,-125.2775,2153,11.1,15.534,281.03,2,25,8.1666
44.6333,-125.2775,2153,4.3,15.615,288.79,2,25,8.158
44.6327,-126.4152,2900,2758.3,1.718,82.19,2,25,7.6715
44.6327,-126.4152,2900,1974.5,1.956,60.99,2,-999,7.6273
44.6327,-126.4152,2900,1482.9,2.638,28.69,2,-999,7.5772
44.6327,-126.4152,2900,989.7,3.794,12.76,2,25,7.5329
44.6327,-126.4152,2900,742.8,4.46,9.45,2,25,7.518
44.6327,-126.4152,2900,495.4,5.435,25.01,2,25,7.5288
44.6327,-126.4152,2900,396.4,5.694,38.99,2,25,7.5496
44.6327,-126.4152,2900,297.2,6.177,62.64,2,25,7.5904
44.6327,-126.4152,2900,198.2,7.041,102.2,2,25,7.6688
44.6327,-126.4152,2900,148.9,7.641,103.85,2,25,7.656
44.6327,-126.4152,2900,123.9,8.047,131.96,2,25,7.7186
44.6327,-126.4152,2900,99.3,8.313,164.02,2,-999,7.7714
44.6327,-126.4152,2900,79.4,8.421,198.07,2,-999,7.8471
44.6327,-126.4152,2900,59.6,8.561,247.94,2,-999,7.9737
44.6327,-126.4152,2900,49.4,9.11,264.92,2,-999,8.0039
44.6327,-126.4152,2900,39.8,9.748,267.21,2,-999,8.0088
44.6327,-126.4152,2900,30.4,11.758,285.35,2,25,8.0673
44.6327,-126.4152,2900,15,16.34,262.84,2,25,8.0969
44.6327,-126.4152,2900,10.4,17.766,247.88,2,25,8.1282
44.6327,-126.4152,2900,4.8,17.842,260.03,2,25,8.1327
44.6327,-126.4152,2900,4.6,17.845,247.5,2,25,8.1292
44.6331,-127.5523,2852,2759,1.701,91.78,2,25,7.6953
44.6331,-127.5523,2852,1974.4,1.921,64.6,2,25,7.6478
44.6331,-127.5523,2852,1483.1,2.488,29.89,2,25,7.5777
44.6331,-127.5523,2852,989.1,3.538,11.45,2,25,7.5526
44.6331,-127.5523,2852,742.6,4.195,9.57,2,25,7.5258
44.6331,-127.5523,2852,495.2,4.787,31.44,2,25,7.5453
44.6331,-127.5523,2852,395.8,5.524,53.47,2,25,7.5676
44.6331,-127.5523,2852,298.1,6.046,102.38,2,25,7.6713
44.6331,-127.5523,2852,197.8,7.014,168.08,2,25,7.802
44.6331,-127.5523,2852,148.8,7.519,163.09,2,25,7.7972
44.6331,-127.5523,2852,123.5,7.691,189.18,2,25,7.8432
44.6331,-127.5523,2852,99.4,7.728,244.43,2,25,7.9809
44.6331,-127.5523,2852,78.6,8.221,278.34,2,25,8.0344
44.6331,-127.5523,2852,59.1,9.801,288.29,2,25,8.0653
44.6331,-127.5523,2852,48.9,11.359,306.15,2,25,8.0905
44.6331,-127.5523,2852,40.5,13.219,295.58,2,25,8.098
44.6331,-127.5523,2852,30,15.445,268.63,2,25,8.0723
44.6331,-127.5523,2852,19.7,17.29,262.83,2,25,8.0906
44.6331,-127.5523,2852,15,17.913,249.13,2,25,8.1103
44.6331,-127.5523,2852,10,18.084,245.59,2,25,8.1176
44.6331,-127.5523,2852,4,18.094,254.83,2,25,8.1194
44.2,-124.9752,304,289.8,6.775,56.87,2,25,7.6026
44.2,-124.9752,304,199.1,7.246,80.97,2,25,7.6503
44.2,-124.9752,304,149.6,7.439,81.58,2,25,7.6204
44.2,-124.9752,304,123.9,7.53,98.05,2,25,7.6757
44.2,-124.9752,304,99.5,7.673,109.47,2,25,7.6913
44.2,-124.9752,304,79.5,7.817,118.45,2,-999,7.7299
44.2,-124.9752,304,59.6,8.074,143.66,2,25,7.758
44.2,-124.9752,304,49.2,8.239,156.42,2,25,7.808
44.2,-124.9752,304,39.7,8.23,183.04,2,25,7.847
44.2,-124.9752,304,29.4,8.165,179.97,2,-999,7.8336
44.2,-124.9752,304,19.7,8.49,206.69,2,25,7.8918
44.2,-124.9752,304,14.9,9.098,235.19,2,-999,7.987
44.2,-124.9752,304,10.5,11.865,314.6,2,25,8.1287
44.2,-124.9752,304,3.6,13.047,313.13,2,25,8.1658
44.2,-124.6986,111,101.9,7.277,57.92,2,25,7.5757
44.2,-124.6986,111,89.1,7.284,58.83,2,25,7.5707
44.2,-124.6986,111,79.5,7.351,64.67,2,25,7.5816
44.2,-124.6986,111,69.5,7.433,73.92,2,25,7.5989
44.2,-124.6986,111,59.7,7.582,86.82,2,25,7.6229
44.2,-124.6986,111,49.6,7.7,108.15,2,25,7.6489
44.2,-124.6986,111,39.9,7.907,113.62,2,25,7.7019
44.2,-124.6986,111,29.7,8.733,171.14,2,25,7.7667
44.2,-124.6986,111,19.7,8.87,195.14,2,25,7.8441
44.2,-124.6986,111,10.1,11.16,324.16,2,25,8.1629
44.2,-124.6986,111,4.2,11.581,324.28,2,25,8.1519
44.1999,-124.3313,85,75.1,7.356,27.47,2,25,7.4861
44.1999,-124.3313,85,72.4,7.355,27.17,2,25,7.4929
44.1999,-124.3313,85,69.6,7.362,28.71,2,25,7.4992
44.1999,-124.3313,85,59.5,7.561,55.21,2,25,7.5565
44.1999,-124.3313,85,49.6,7.683,81.4,2,25,7.5882
44.1999,-124.3313,85,39.8,7.873,79.59,2,25,7.5979
44.1999,-124.3313,85,30,8.339,114.88,2,25,7.6456
44.1999,-124.3313,85,20,9.809,265.7,2,25,7.9588
44.1999,-124.3313,85,15,11.213,300.45,2,25,8.0786
44.1999,-124.3313,85,9.9,12.349,318.88,2,25,8.2577
44.1999,-124.3313,85,3.3,12.699,342.13,2,25,8.2966
44.1998,-124.1528,37,26.8,8.046,94.05,2,25,7.5992
44.1998,-124.1528,37,19.9,7.861,80.9,2,25,7.5628
44.1998,-124.1528,37,14.9,8.249,116.1,2,25,7.6244
44.1998,-124.1528,37,10,8.776,161.61,2,25,7.7205
44.1998,-124.1528,37,3,8.915,171.19,2,25,7.7437
44.2,-124.2328,65,57.9,7.46,31.61,2,25,7.488
44.2,-124.2328,65,54.9,7.461,31.6,2,25,7.4643
44.2,-124.2328,65,49.8,7.512,56.5,2,25,7.5237
44.2,-124.2328,65,39.9,7.716,69.32,2,25,7.5306
44.2,-124.2328,65,30.1,7.791,77.85,2,25,7.5658
44.2,-124.2328,65,20,8.067,87.96,2,25,7.5561
44.2,-124.2328,65,15,8.598,113.54,2,25,7.6216
44.2,-124.2328,65,10,8.95,171.5,2,25,7.8489
44.2,-124.2328,65,3.2,10.651,281.67,2,25,8.0648
41.5095,-126.6797,2900,2464.7,1.788,81.48,2,25,7.698
41.5095,-126.6797,2900,2221.9,1.83,73.11,2,25,7.693
41.5095,-126.6797,2900,1975.4,1.944,67.87,2,25,7.6668
41.5095,-126.6797,2900,1483.5,2.639,33.92,2,25,7.6
41.5095,-126.6797,2900,989.5,3.743,13.94,2,25,7.5674
41.5095,-126.6797,2900,742.3,4.348,9.99,2,25,7.5533
41.5095,-126.6797,2900,493.9,5.194,22.8,2,25,7.5484
41.5095,-126.6797,2900,396.3,5.654,36.64,2,25,7.5584
41.5095,-126.6797,2900,297.6,6.619,48.07,2,25,7.5931
41.5095,-126.6797,2900,197.7,7.278,77.7,2,25,7.6497
41.5095,-126.6797,2900,149.3,7.635,87.14,2,25,7.6586
41.5095,-126.6797,2900,99.5,8.4,129.85,2,25,7.7377
41.5095,-126.6797,2900,79.7,8.781,154.65,2,25,7.7697
41.5095,-126.6797,2900,59.3,9.05,169.07,2,25,7.8202
41.5095,-126.6797,2900,49.9,9.527,195.91,2,25,7.8359
41.5095,-126.6797,2900,39.4,10.019,226.04,2,25,7.9216
41.5095,-126.6797,2900,20.6,12.588,277.67,2,25,8.0102
41.5095,-126.6797,2900,15.3,12.724,277.48,2,25,8.0391
41.5095,-126.6797,2900,9.4,12.738,268.8,2,25,8.0151
41.5095,-126.6797,2900,5.3,12.748,277.12,2,25,8.0215
41.9443,-124.5846,320,309.2,6.961,46.55,2,25,7.6004
41.9443,-124.5846,320,198.7,7.751,62.03,2,25,7.5933
41.9443,-124.5846,320,148.8,7.93,70.71,2,25,7.6388
41.9443,-124.5846,320,123.4,8.145,66.98,2,25,7.6337
41.9443,-124.5846,320,99.4,8.261,71.84,2,25,7.6298
41.9443,-124.5846,320,79.1,8.423,84.31,2,25,7.6551
41.9443,-124.5846,320,59.8,8.516,108.03,2,25,7.6999
41.9443,-124.5846,320,49.6,8.667,121.01,2,-999,7.6995
41.9443,-124.5846,320,40.2,8.833,123.61,2,25,7.728
41.9443,-124.5846,320,29.9,9.396,160.02,2,25,7.8006
41.9443,-124.5846,320,20.7,9.663,181.51,2,25,7.8419
41.9443,-124.5846,320,16.9,9.676,180.77,2,25,7.8463
41.9443,-124.5846,320,11.1,9.701,182.83,2,25,7.8498
41.9443,-124.5846,320,4.4,9.719,186.11,2,25,7.8441
41.9803,-124.4965,111,98.5,8.049,78.33,2,25,7.6287
41.9803,-124.4965,111,89.6,8.146,83.63,2,25,7.6487
41.9803,-124.4965,111,74,8.359,89.9,2,25,7.6615
41.9803,-124.4965,111,59.6,8.398,96.26,2,25,7.6685
41.9803,-124.4965,111,29.8,8.659,117.26,2,25,7.6981
41.9803,-124.4965,111,19.9,9.15,153.81,2,25,7.7691
41.9803,-124.4965,111,10.3,9.681,183.84,2,25,7.8341
41.9803,-124.4965,111,3.6,9.764,191.41,2,25,7.8401
41.975,-124.4167,82,74,8.221,86.83,2,25,7.6516
41.975,-124.4167,82,60.2,8.301,83.42,2,25,7.6433
41.975,-124.4167,82,50,8.32,107.78,2,25,7.7092
41.975,-124.4167,82,39.9,8.468,104.23,2,25,7.7051
41.975,-124.4167,82,30,8.631,111.26,2,25,7.7101
41.975,-124.4167,82,20.1,8.811,121.3,2,25,7.7285
41.975,-124.4167,82,10.1,9.727,192.04,2,25,7.8357
41.975,-124.4167,82,3.9,9.771,193.79,2,25,7.8348
41.9935,-124.329,40,31.2,8.686,89.98,2,25,7.6281
41.9935,-124.329,40,24.8,8.796,113.51,2,25,7.6813
41.9935,-124.329,40,19.9,9.078,123.93,2,25,7.7299
41.9935,-124.329,40,14.9,9.64,169.85,2,25,7.8134
41.9935,-124.329,40,9.9,9.705,177.76,2,25,7.8221
41.9935,-124.329,40,3,9.709,178.23,2,25,7.8246
41.8441,-125.0474,1205,1174.7,3.192,22.71,2,25,7.5902
41.8441,-125.0474,1205,1054.2,3.642,16.4,2,25,7.5816
41.8441,-125.0474,1205,990,3.883,13.91,2,25,7.5602
41.8441,-125.0474,1205,841.7,4.17,10.5,2,25,7.5567
41.8441,-125.0474,1205,693.9,4.759,10.7,2,25,7.5493
41.8441,-125.0474,1205,595.3,5.043,16.21,2,25,7.5497
41.8441,-125.0474,1205,495.6,5.694,20.38,2,25,7.5648
41.8441,-125.0474,1205,396.2,6.333,28.98,2,25,7.5741
41.8441,-125.0474,1205,298,6.928,41.91,2,25,7.5977
41.8441,-125.0474,1205,198.7,7.635,70.73,2,25,7.6404
41.8441,-125.0474,1205,148.8,7.806,99.19,2,25,7.6845
41.8441,-125.0474,1205,98.8,8.423,113.23,2,25,7.6987
41.8441,-125.0474,1205,78.5,8.637,129.66,2,25,7.7188
41.8441,-125.0474,1205,60,8.717,136.71,2,25,7.7186
41.8441,-125.0474,1205,48.8,9.239,158.9,2,25,7.7854
41.8441,-125.0474,1205,29.9,10.452,222.09,2,25,7.8737
41.8441,-125.0474,1205,20.1,10.51,226.59,2,25,7.8638
41.8441,-125.0474,1205,4.5,10.549,233.94,2,25,7.8895
40.9907,-124.8877,2157,1974.2,1.928,69.97,2,25,7.6725
40.9907,-124.8877,2157,1484.6,2.618,37.16,2,25,7.6051
40.9907,-124.8877,2157,989.7,3.852,13.06,2,25,7.5493
40.9907,-124.8877,2157,743.7,4.551,9.53,2,25,7.5352
40.9907,-124.8877,2157,495.8,5.913,25.29,2,25,7.5441
40.9907,-124.8877,2157,396.5,6.429,36.35,2,25,7.5622
40.9907,-124.8877,2157,297.9,7.386,45.57,2,25,7.5982
40.9907,-124.8877,2157,199.2,8.021,62.55,2,-999,7.6307
40.9907,-124.8877,2157,149.2,8.353,59.51,2,25,7.6094
40.9907,-124.8877,2157,123.7,8.431,77.09,2,25,7.6137
40.9907,-124.8877,2157,99.2,8.624,95.12,2,25,7.6571
40.9907,-124.8877,2157,79.4,8.925,111.83,2,25,7.681
40.9907,-124.8877,2157,61,9.328,138.12,2,25,7.7368
40.9907,-124.8877,2157,49.4,9.567,155.78,2,25,7.7566
40.9907,-124.8877,2157,40.3,9.423,180.19,2,25,7.7865
40.9907,-124.8877,2157,20,11.459,253.72,2,25,7.9937
40.9907,-124.8877,2157,14.7,12.103,263.06,2,25,8.0151
40.9907,-124.8877,2157,10.5,11.967,267.22,2,25,8.013
40.9907,-124.8877,2157,3.5,12.097,271.39,2,25,8.028
40.9562,-124.7548,810,792.1,4.614,11.8,2,25,7.54
40.9562,-124.7548,810,742.4,4.766,12.64,2,25,7.5476
40.9562,-124.7548,810,496.1,5.823,22.95,2,25,7.5583
40.9562,-124.7548,810,396.5,6.011,38.4,2,25,7.569
40.9562,-124.7548,810,296.9,6.78,63.63,2,-999,7.6123
40.9562,-124.7548,810,198.1,7.635,82.56,2,25,7.6682
40.9562,-124.7548,810,149.2,7.851,98.93,2,25,7.6704
40.9562,-124.7548,810,125.3,8.196,101.33,2,25,7.6846
40.9562,-124.7548,810,99.8,8.503,118.76,2,-999,7.6875
40.9562,-124.7548,810,79.4,8.55,129.56,2,25,7.7296
40.9562,-124.7548,810,59.2,8.723,169.27,2,25,7.8111
40.9562,-124.7548,810,49.7,9.117,191.05,2,25,7.8491
40.9562,-124.7548,810,40.1,9.206,192.7,2,-999,7.8403
40.9562,-124.7548,810,29.7,9.999,218.36,2,25,7.8819
40.9562,-124.7548,810,20.1,10.682,232.25,2,-999,7.9051
40.9562,-124.7548,810,9.9,10.96,235.18,2,-999,7.9397
40.9562,-124.7548,810,3.3,11.392,250.23,2,25,7.9331
40.888,-124.4893,443,428.7,6.392,34.48,2,25,7.5667
40.888,-124.4893,443,396.7,6.49,34.37,2,25,7.5655
40.888,-124.4893,443,347.1,6.659,39.54,2,25,7.559
40.888,-124.4893,443,297.1,6.861,42.81,2,-999,7.576
40.888,-124.4893,443,247.9,7.206,64.4,2,25,7.6218
40.888,-124.4893,443,198.7,7.643,63.35,2,25,7.6298
40.888,-124.4893,443,149.2,7.746,94.93,2,25,7.6769
40.888,-124.4893,443,99.2,8.327,98.43,2,25,7.6933
40.888,-124.4893,443,78.9,8.406,123.15,2,25,7.7092
40.888,-124.4893,443,59.3,8.604,139.49,2,25,7.7589
40.888,-124.4893,443,49.8,8.662,153.6,2,25,7.7684
40.888,-124.4893,443,39.8,8.96,175.82,2,25,7.8163
40.888,-124.4893,443,30.1,9.678,205.91,2,25,7.8649
40.888,-124.4893,443,9.9,11.917,255.13,2,25,7.976
40.888,-124.4893,443,3.3,12.579,267.3,2,25,7.9767
40.86,-124.3767,125,114.1,8.394,71.02,2,25,7.5952
40.86,-124.3767,125,99.4,8.493,73.87,2,25,7.5933
40.86,-124.3767,125,79.5,8.729,95.08,2,25,7.6399
40.86,-124.3767,125,59.6,8.945,111.17,2,25,7.6767
40.86,-124.3767,125,49.7,8.984,118.87,2,25,7.6955
40.86,-124.3767,125,39.6,9.028,127.87,2,25,7.7097
40.86,-124.3767,125,29.6,9.125,168.55,2,25,7.7554
40.86,-124.3767,125,19.8,11.237,226.39,2,25,7.9116
40.86,-124.3767,125,14.7,10.386,209.75,2,25,7.8928
40.86,-124.3767,125,9.7,10.515,209.17,2,25,7.9125
40.86,-124.3767,125,2.8,12.01,239.54,2,25,7.9531
40.8495,-124.3392,81,69.8,8.621,79.63,2,25,7.6148
40.8495,-124.3392,81,59.7,8.668,84.54,2,25,7.6315
40.8495,-124.3392,81,49.9,9.036,112.75,2,25,7.6825
40.8495,-124.3392,81,39.8,9.342,133.4,2,25,7.7343
40.8495,-124.3392,81,30.1,9.993,191.35,2,25,7.8529
40.8495,-124.3392,81,19.8,11.59,245.11,2,25,7.94
40.8495,-124.3392,81,14.9,11.587,232.79,2,25,7.9827
40.8495,-124.3392,81,10,11.268,238.97,2,25,7.955
40.8495,-124.3392,81,4,11.852,243.24,2,25,7.9455
40.833,-124.2754,54,42.9,9.352,134.81,2,25,7.7859
40.833,-124.2754,54,30.5,10.393,205.13,2,25,7.8804
40.833,-124.2754,54,19.9,11.191,247.86,2,25,7.9615
40.833,-124.2754,54,14.9,11.439,247.14,2,25,7.981
40.833,-124.2754,54,10.1,11.418,255.82,2,25,7.9815
40.833,-124.2754,54,3.6,11.237,249.91,2,25,7.9763
40.246,-124.384,55,44.4,9.135,133.35,2,25,7.7168
40.246,-124.384,55,39.9,9.232,141,2,25,7.73
40.246,-124.384,55,20.3,10.23,222.61,2,25,7.9099
